COMMUNICATIONS SKILLS,,,Discuss the nature of debtor-creditor relationships,"Debtor-creditor relationships are created either voluntarily or involuntarily. Voluntarily: most of our debtor-creditor relationships arise from voluntary interactions. ... If the payments aren&apos;t made, the creditor can often force the sale of the house to satisfy the mortgage debt."
COMMUNICATIONS SKILLS,,,Effective listening skills,Face the speaker and maintain eye contact Keep an open mind Listen to the words and try to picture what speaker is saying Wait for the speaker to pause to ask clarifying questions Ask questions only to ensure understanding Give the speaker regular feedback to show you understand (“You must be thrilled!” “I cansee why you would think that.”) Pay attention to what isn’t said – to nonverbal cues (wrds convey only a fraction of the message)
COMMUNICATIONS SKILLS,,,Interpret business policies to customers,"Explain company procedures to customers, especially to those who are already irritated and/or upset, is difficult.  Acknowledge the customers’ frustration and use clear, direct &amp; simple language to describe what’s required from the customer to proceed  with their issue."
COMMUNICATIONS SKILLS,,,Describe how company policies/procedures are designed to streamline business transactions and,"actually help customers in the long run. Detail why changes to previous policies make the current one more advantageous in terms of long-term gains.  Cite any laws, studies conducted, customer feedback obtained, or regular business practices that reinforce the execution of the company’s  policy. Explain alternatives that may interest the customer &amp; circumvent or alleviate the issue at hand. Be as helpful and courteous as possible."
COMMUNICATIONS SKILLS,,,Nature of effective communication,"Effective communication ensures that messages are not misunderstood, misinterpreted, or lost during the communication process.  Carefully choosing the right words, method of communication, and intended audience can eliminate many barriers to communication.  Messages should be free of any tone, attitude, and vagueness. To be effective, messages should be short, simple, and to the point. The  message should “say exactly what you mean” (especially in written communications. KISS (keep it short and simple) should be utilized. Effective employees utilize ongoing communication and follow-up techniques."
COMMUNICATIONS SKILLS,,,Explain the nature of effective verbal communications,"Ongoing communication (before, during, and after customer interaction) Eliminate nonsense like slang or foul language or anything that makes you look less professional Always follow-up; never take anything for granted. “How is that new purchase working out for you?” “Is there anything else I can do?”"
COMMUNICATIONS SKILLS,,,Explain the nature of staff communications,"Allows employees to receive regular updates and remain current with business issues Allows employee conflicts and issues to be resolved Keeps all employees “on the same page” in regards to company policies, procedures, promotional themes, etc."
COMMUNICATIONS SKILLS,,,Reinforce service orientation through communication,Customer surveys are used to pinpoint areas for improvement Employee surveys are also good to pinpoint areas for improvement or of concern Follow-up procedures with customers can help strengthen loyalty
COMMUNICATIONS SKILLS,,,"Identify sources that provide relevant, valid written material.","When evaluating material, determine if the content is fact, opinion, or marketing information. Other factors can include validity of research,  relevance, timeliness, authority of the author, and evidence offered to support a claim. If you are validating written material, ensure that  you have cross-checked information that is provided by that source."
COMMUNICATIONS SKILLS,,,Handle telephone calls in a business-like manner.,"A businesslike manner on the telephone includes a formal greeting including “Good morning/afternoon”, name of business, and name of  department or person answering the call. Calls should be answered promptly, take messages as needed, and use the hold button if needed."
COMMUNICATIONS SKILLS,,,Explain the nature of effective written communications.,"Written communications is the most common form of business communication and therefore requires employees to write frequently and  rapidly. “The words we write are very real representations of our companies and ourselves” Janis Fisher Chan. Written communications  allow an employee to receive instructions or information upon which to base a decision or take specific action. Effective communication should answer questions, be relevant, focus on the end user, be specific, include examples, be tactful, and accurate."
COMMUNICATIONS SKILLS,,,Adapt written correspondence to targeted audiences,"Written correspondence should be written similarly to an oral presentation when directing it to a certain audience through methods such as  humor and strong emotion. Writing for an audience is usually as simple as maintaining awareness of them while you write. For example,  observe age, location, income level, etc. Tailor your work to their situation and needs!"
COMMUNICATIONS SKILLS,,,Choose and use appropriate channel for workplace communication,"To determine the appropriate communication channel, identify the people you want to communicate with, research how they obtain  information, consider the complexity of the message you want to communicate, calculate the cost of communicating and decide whether  you want the communication to be interactive."
COMMUNICATIONS SKILLS,,,Distinguish between using social media for business and personal purposes,"Social media can be used personally to communicate with friends and family, while professionally to promote products and events. - businesses use social media to advertise their company and to get connected with their customers/users and personal purposes are like  email, and for employees to use for their daily life."
COMMUNICATIONS SKILLS,,,"Explain how digital communications (e.g., email, text messages, chats) exposes business to risk.","Leave humor out of emails to avoid misinterpretation. External tools risk exposing private, confidential, trademarked, financial, or other  sensitive information to the public or competitors. Another negative is the use of the platforms for personal business. It shouldn&apos;t be used  to send messages to co-workers about non-business topics such as weekend plans or personal problems. Spamming your co-workers with  GIFs is a sure way to cause problems and irritate your teammates. Keep your messages short, sweet, and professional."
COMMUNICATIONS SKILLS,,,Select and use appropriate graphic aids,"The goal is to make the data stand out on the page, and to make the data support the main purpose of the document as clearly and strongly  as possible. We want the reader to grasp the speaker&apos;s ideas and opinions from their words, and then turn to the graphics for support of  those ideas and opinions. Graphics must be visible and not be too detailed as attention must be on text Tables, graphs and charts, photos, drawings and diagrams are all possible examples of graphing aids."
COMMUNICATIONS SKILLS,,,Maintain confidentiality in dealing with personnel,"Confidentiality = protection (competing business, losing clients, lawsuits, etc.) 3 types- employee information, management information, business information. Clearly mark confidential documents, avoid discussion of it, limit acquisition of confidential information, enforce confidentiality policy, sign  a non-disclosure agreement."
CUSTOMER RELATIONS,,,Apply written directions to achieve tasks,"Read all of the written instructions all the way through at least once. Understand the written instructions. If you have a question, reread the  instructions or the part you do not understand. Comprehend what the instructions tell you to do. Do not start to follow the instructions  until you are completely clear with them. If necessary, call the person who wrote the instructions and ask any questions you still have.  Follow the written instructions. Perform each step of the instructions in the exact order written. For example if the instruction says &quot;take pill  &apos;a&apos; with a full glass of water and then take two pill &apos;b&apos; with orange juice&quot;, make sure you take pill &quot;a&quot; first. Keep the instructions with you as  you follow them. Even if you think you will remember them, find and read the instructions. Follow the written instructions at the same time."
CUSTOMER RELATIONS,,,Demonstrate a customer-service mindset,"● Customer is always right! (Keep that positive attitude.) ● Customers are a business’s most important concern; without them there is no business and no jobs. ● Customer service is an investment, not a cost. ● Smile sincerely (even on the phone; a smile will be heard in your voice) ● Empathize with your customer; show understanding and that you can relate ● Listen intently to concerns or complaints (what exactly do they want/need) ● Let them vent their frustrations (actively listen to help get at best solution) ● Turn a situation into an opportunity (try to create or keep a loyal customer) ● Customer + satisfaction = profit ● Know the company’s policies and procedures; it helps you portray confidence to the customer. ● The customer you are currently assisting is your most important customer"
CUSTOMER RELATIONS,,,Explain the nature of positive customer relations.,"Customers are the life of any business; any interaction should be positive, courteous, and respectful. Positive customer relations can include  showing appreciation, delivering timely service, training employees effectively to interact with clients, and appeasing any concerns brought  forward."
CUSTOMER RELATIONS,,,Discuss the nature of Customer Relationship Management.,"The goal of Customer Relationship Management (CRM) is to maximize the value and effectiveness of all opportunities that businesses have  to connect with customers, provide outstanding service to customers, maximize customer satisfaction, attract and retain loyal customers,  cultivate and maintain positive, profitable relationships with customers, and develop individualized relationships with customers."
CUSTOMER RELATIONS,,,Use Customer Relationship Management.,"Customer relationship management involves finding customers and keeping them satisfied through a variety of means. Database marketing  is the element of CRM that is the process of creating and maintaining customer lists. These lists can be developed from face-to-face sales,  direct mail responses, phone or email purchases, service requests, website visits, or they can be purchased from a third party. CRM data is  also obtained through customer satisfaction surveys, often giving a customer a reward while sharing demographic and purchase  information with the company. Modern CRM software applications are Internet-enabled web applications. They allow a customer to create  and check accounts and orders online while the company collects valuable data. Touch-screen computers are becoming popular in retail marketing. Customers like them and the costs to operate them are low. Interactive TV is a modern method of allowing viewers to interact  with the programming. This method gives customers instant access to product information, links to online stores, and downloads for  additional content, among other benefits."
CUSTOMER RELATIONS,,,Handle customer complaints,"Listen &amp; understand; empathize with their situation; offer a solution; execute the solution; and follow-up. There are a variety of difficult  customers including those who are angry, impatient, demanding, and indecisive. To handle these, first maintain control over your personal  emotions and behavior by staying calm and listening closely to the customer. Acknowledge their concerns, maintain eye contact, and demonstrate compassion for the situation. Try to solve the problem or identify someone who can act on the customer’s behalf. Whenever  possible, offer choices."
CUSTOMER RELATIONS,,,Handle difficult customers,"Most important – listen; build a rapport through empathy (put yourself in the customer’s shoes); lower your voice, assume all your  customers are watching; know when to give in; never get angry or upset; never take it personally; remember that you’re interacting with a  human; if you promise a callback – call back; summarize the next steps, to be clear."
CUSTOMER RELATIONS,,,Handle situations when the customer is at fault,"Empathize with the customer; tell them about someone else (or yourself) who had a similar experience and how the story ended. “I know  how you feel. I had another customer last week who felt exactly the same; but after we checked the installation instructions, they found a  part was installed incorrectly. We fixed the part for him and everything worked perfectly. You’d be surprised how often we run into that.” Reassurance and confidence can smooth things over."
CUSTOMER RELATIONS,,,Explain environmental factors conducive to customer satisfaction,"Ability and willingness to listen and accommodate customer needs and complaint (example: each comment made by a customer in a customer satisfaction survey has the potential to positively impact the business) Pay attention to the physical and emotional needs of the customer. In a retail (store) setting, is your store’s lighting appropriate, temperature, music? Unhappy employees will have a difficult time keeping customers happy. Increase efforts to keep employees satisfied and motivated through  personal incentives (examples: salary, time-off, health benefits, advancement) . Respond to customer inquiries. ● Acknowledge what the customer has said (clarify). ● Demonstrate your willingness to help the customer. ● Reply promptly and completely. ● Don’t know? Assure them you’ll get the answer. ● Go the extra mile for them. “I know you didn’t ask for this, but I thought you might like . . . “ Build and maintain relationships with customers. ● Focus on Exceptional Communication (timely and efficient) ● Always follow through and do what you promise ● Maintain a positive attitude ● Share knowledge ● Be open ● Exceed Expectations"
CUSTOMER RELATIONS,,,Describe factors used by marketers to position products/services,"The focus of product/service positioning is to set the product apart from the competition. Marketers can position products based on  price and quality, features and benefits and in relation to competition or other products in the line."
CUSTOMER RELATIONS,,,Explain management&apos;s role in customer relations,Customer relations are the way that the business communicates with the public to gain and retain customers. Management sets the  tone on how employees should deal with customers.
CUSTOMER RELATIONS,,,Determine services to provide customers,Find gaps in what customers need / want. Use the service to enhance customer satisfaction levels and gain repeat customers.
CUSTOMER RELATIONS,,,Identify company&apos;s unique selling proposition,"To identify a company&apos;s unique selling proposition, it is important to understand the benefits of a good or service and how those  benefits differentiate the products from the competition. This criteria is essential to developing effective promotions and/or  advertising campaigns."
CUSTOMER RELATIONS,,,Explain the nature of email marketing tactics.,It allows one to achieve desired marketing goals with email advertising. It gives the businesses a direct channel of communication  with prospects and customers for brand promotion.
CUSTOMER RELATIONS,,,Prepare store/department for special event.,"Set goals, be smart about details, offer incentives, have a clear message, double check preparations, enjoy the event, &amp; learn from it."
CUSTOMER RELATIONS,,,Place merchandise for impact.,"Visual merchandising needs to encompass advertising, window display, shop design and packaging appearance and placement. It  increases awareness of the product in the consumer&apos;s mind and increases the chances that they will buy it. By presenting a repeating  product theme in the front window of a store, it creates a powerful and persuasive message."
CUSTOMER RELATIONS,,,Reinforce service orientation through communication.,"Service orientation refers to a focus on service. In communication, service orientation can be maintained by demonstrating an  emphasis on customer service. Similar to handling difficult customers, communication with a service orientation should demonstrate  empathy and a focus on finding solutions that will satisfy the needs of the customer. Staff to be trained in proper customer service  techniques, including greeting customers, asking to assist them, wishing them a good day when leaving, etc."
CUSTOMER RELATIONS,,,Explain the nature of effective communications.,"Effective communication involves acknowledging what you say and the atmosphere you&apos;re in, especially when making a first  impression. Public speaking, a more formal version of verbal communication, involves speaking to a group of people. The purpose  for public speaking can vary from sharing information to persuasion. Without showing proper communication etiquette, you run the  risk of accidentally being disrespectful to somebody. The tone of interaction, formal or informal, dictates proper etiquette. Strategies include knowing your listeners and using visual aids. Knowing who you&apos;re talking to gives you the opportunity to cater  your message to others&apos; needs."
CUSTOMER RELATIONS,,,Deliver positive moments of truth.,Let representatives offer: free amenities and extra compensation.
CUSTOMER RELATIONS,,,Explain the importance of merchandising to retailers,"Whether digital or in-store, retailers use merchandising to influence customer intent and reach their sales goals. In both brick-and mortar and digital stores, a variety of merchandising techniques are used to arrange products, communicate their value, and create an optimal customer experience."
CUSTOMER RELATIONS,,,Adapt communication to the cultural and social differences among clients,"Begin by respecting differences among people. Another key is to avoid and overcome stereotypes. A stereotype is an oversimplified,  distorted belief about a person or group. Keep an open mind and treat people with respect and you will maintain smooth  relationships. In business, you must maintain an awareness of the language and cultural differences that will affect company  employees as well as customers."
CUSTOMER RELATIONS,,,Handle customer/client complaints,Listen carefully to what the customer has to say. Put yourself in their shoes and apologize without blaming. Ask what would be an acceptable solution and solve the problem (or find someone who can solve it quickly).
CUSTOMER RELATIONS,,,Determine ways of reinforcing the company’s image through employee performance,"Employee performance can reinforce a company&apos;s image through suggestion selling, order processing and fulfillment, and effective  selling skills. Suggestion selling is useful for making the customer happier with his/her original purchase. Sales employees can  improve customer satisfaction by the speed and care in which they handle orders. This applies, as well, to handling returns and  refunds. Selling skills, such as an appropriate, pleasant greeting and a reassuring departure are useful tools in maintaining a good  image. Offer helpful comments during and after a sale and always thank the customer in order to build a good relationship. Follow  up on all promises made to a customer, and check on their level of satisfaction after a purchase. Positive customer-client relations  require compassionate and immediate action when dealing with complaints and inquiries."
CUSTOMER RELATIONS,,,Describe the use of technology in customer relationship management,Technology serves as the partner of CRM in order to cater the needs of the customers. It makes their relationship meaningful in a  way that the company understands what the customers need. It gathers information from the customers through the use of the  internet that makes communication faster.
CUSTOMER RELATIONS,,,Interpret business policies to customers/clients,Describe reasons for having business policies: The policies create a business image and help you to consistently maintain that image.  Explain types of business policies that affect customers: Purchase policies &amp; return and exchange policies. Discuss the role of  employees in interpreting business policies. Clear policies must be communicated to employees so they will understand how to implement them. Policies must sometimes be adjusted to fit the occasion while maintaining their initial integrity.
CUSTOMER RELATIONS,,,Assess long-term value and impact of actions on others,Need to realize how own actions might affect others and operations within the company. It&apos;s important to take into account all possible outcomes of a decision/action before carrying it out. Usually this will vary depending on the business situation and the position you are in within the company.
CUSTOMER RELATIONS,,,Communicate core value of product/service,"Core values help companies in the decision-making processes. For example, if one of your core values is to stand behind the quality  of your products, any products not reaching the satisfactory standard are automatically eliminated. Core values educate clients and  potential customers about what the company is about and clarify the identity of the company. Especially in this competitive world,  having a set of specific core values that speak to the public is definitely a competitive advantage."
CUSTOMER RELATIONS,,,Identify company’s brand promise,"Brand promise: benefits and experiences that marketing campaigns try to associate with a product in its current and prospective  consumers&apos; minds (acts as an extension of the company&apos;s positioning). A brand promise is a value or experience a company&apos;s customers can expect to receive every single time they interact with that company. The more a company can deliver on that promise, the stronger the brand value in the mind of customers and employees."
CUSTOMER RELATIONS,,,Explain the concept of product in the hospitality and tourism industry,"In the hospitality industry, a product is not just a tangible object. The product definition is extended to include the following:  experiences, people, places, organizations, information and ideas. Consumers decide where to visit, where to stay, what to eat and  what entertainment they wish to see. All of these are viewed as products by the consumer."
CUSTOMER RELATIONS,,,Identify ways guests place reservations directly with lodging properties,"Website (30%-40%), front desk, phone, mobile (pick room and key is at the front desk), 45% groups- personal online group page"
CUSTOMER RELATIONS,,,Demonstrate active listening skills,There are five key techniques you can use to develop your active listening skills: ● Pay attention. ● Show that you&apos;re listening. ● Provide feedback. ● Defer judgment. ● Respond appropriately
CUSTOMER RELATIONS,,,Demonstrate a customer service mindset,"A customer service mindset is an outlook that focuses on creating customer value, loyalty and trust. A business with this  outlook wants to go beyond simply providing a product or service. It wants to create a positive and indelible imprint in the  customer&apos;s, or even in the prospect&apos;s, mind. To do this, a business has to care about the customer or prospect experience and  work continuously at enhancing it. They must listen carefully to the customer&apos;s complaint and acknowledge that you are there  to help."
ECONOMICS,,,Explain the nature of effective communications,"Effective communication involves acknowledging what you say and the atmosphere you&apos;re in, especially when making a first  impression. Public speaking, a more formal version of verbal communication, involves speaking to a group of people. The  purpose for public speaking can vary from sharing information to persuasion. Without showing proper communication  etiquette, you run the risk of accidentally being disrespectful to somebody. The tone of interaction, formal or informal, dictates  proper etiquette. Strategies include knowing your listeners and using visual aids. Knowing who you&apos;re talking to gives you the  opportunity to cater your message to others&apos; needs."
ECONOMICS,,,The nature of global trade,Any trade conducted between different self-governing states. One nation will purchase goods and materials it doesn’t produce and sell  goods or materials it produces to other nations.
ECONOMICS,,,The effects of global trade on retailing,"Global trade means an expansion of its customer base for retailers. The Internet provides a means to bridge any distance to communicate,  negotiate, and buy &amp; sell with literally anyone else in the world."
ECONOMICS,,,Distinguish between economic goods and services.,"A good is something that you can use or consume. You buy a good with the idea that you will use it, either just once or over and over again.  A service is something that someone does for you, like give you a haircut or fix you dinner. Another way to identify the difference is that a  good is tangible and a service is intangible."
ECONOMICS,,,Explain the role of business in society.,"The role of business in society is “to innovate and deliver products and services, to use resources efficiently so that the value is created, and  to conduct operations so they are performed profitability and accepted by society.” In summary, “the role of business in society is a  coherent way of thinking about a company’s impact and interaction with society.” Niall Fitzgerald KBE and Mandy Cormack, The Role of Business in Society: An Agenda for Action; Harvard John F. Kennedy School of Government"
ECONOMICS,,,Explain the types of economic systems.,There are four types of economic systems commonly studied. A traditional economy relies on custom and ritual to make its choices. A  market economy relies on the consumption choice of consumers. A command economy relies on the government making all the choices for  consumers. A mixed economy relies on limited government involvement in a market-based economy.
ECONOMICS,,,Explain concept of profit,Profit is a positive return made on an investment by an individual or a business Profit is the difference between revenue and costs Profits are an important source of investment funds There are two ways to increase profit: Increase revenue &amp; decrease expenses.
ECONOMICS,,,Explain concept of competition,"Seen as the pillar of capitalism in that it may stimulate innovation, encourage efficiency, or drive down prices Competition causes firms to develop new products, services, and technologies This gives consumers greater selection and better products The greater selection typically causes lower prices for the products compared to what the price would be if there were no competition  (monopoly) or little competition (oligopoly) It is the struggle between businesses for the customer’s dollar"
ECONOMICS,,,Explain concept of productivity,"Productivity is the output of work, per worker, often measured per hour Most obvious method to increase productivity involves automation and computerization, which minimize the tasks performed by employees Other methods of improving productivity are advanced employee training or new, easier-to-use equipment Training enables employees to work quicker and smarter"
ECONOMICS,,,Explain nature and scope of financing,Financing provides the funds for the corporation’s activities; long-term funds would be provided by ownership equity; Short term funding or  working capital is mostly provided by banks extending a line of credit
ECONOMICS,,,Explain concept of supply and demand,"Supply is the amount of output available in the market Demand is economic want backed up by purchasing power The theory of supply and demand describes how prices vary as a result of a balance between product availability at each price (supply) and  the desires of those with purchasing power at each price (demand). The law of supply states that the quantity of a good supplied (i.e., the  amount owners or producers offer for sale) rises as the market price rises, and falls as the price falls. Conversely, the law of demand (see demand) says that the quantity of a good demanded falls as the price rises, and vice versa."
ECONOMICS,,,Determine economic utilities created by business activities.,The ability of a good or service to satisfy one or more needs or wants of a consumer (ex: Form – product/service provides use or value; Place – availability is local or convenient; Time – customers can get when they need; Possession – easy for customers to pay for/own product.)
ECONOMICS,,,Explain the relationship between government and business,"Businesses must adhere to all local, state, and national laws regarding employment, health and safety, advertising, pricing, competition,  environmental compliance, etc. Businesses must pay the government taxes One of the government&apos;s main roles is to smooth out the business cycle and reduce its fluctuations"
ECONOMICS,,,Explain the concept of production,"Production decisions concentrate on what goods to produce, how to produce them, the costs of producing them, and optimizing the mix of  resource inputs used in their production This production information can then be combined with market information (like demand and marginal revenue) to determine the quantity  of products to produce and the optimum pricing"
ECONOMICS,,,Explain the concept of specialization/division of labor,"Division of labor is the specialization of cooperative labor in specific, limited tasks and roles intended to increase efficiency of output Historically the growth of a more complex division of labor is closely associated with the growth of trade, the rise of capitalism, and of the  complexity of industrialization processes"
ECONOMICS,,,Explain the nature of overhead/operating costs,"Operating costs are the recurring expenses, which are related to the operation of a business, piece of equipment or facility For a commercial enterprise, operating costs fall into two broad categories: ● Overhead/fixed costs: costs that are the same whether the operation is closed or running at 100% capacity (examples: rent,  management salaries, etc.) ● Variable costs: costs that change in direct proportion to the activity of a business (examples: raw materials of goods produced,  direct labor-hours, etc.)"
